id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,name_card,power_level,tournamentYear
bw2-95,Emerging Powers,Black & White,TPCI,Fifth,8/31/2011,5ban Graphics,Pokémon Catcher,95,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Switch your opponent's Active Pokémon with 1 of his or her Benched Pokémon."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Switch your opponents Active Pokémon with 1 of his or her Benched Pokémon."" You may play as many Item cards as you like during your turn (before your attack).",False,Pokémon Catcher,Pokémon Catcher,0.004886831275720165,2023
bw4-87,Next Destinies,Black & White,TPCI,Fifth,2/8/2012,Ryo Ueda,Exp. Share,87,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it."", ""When your Active Pokémon is Knocked Out by damage from an opponent's attack, you may move 1 basic Energy card that was attached to that Pokémon to the Pokémon this card is attached to."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached to it."" ""When your Active Pokémon is Knocked Out by damage from an opponents attack you may move 1 basic Energy card that was attached to that Pokémon to the Pokémon this card is attached to."" You may play as many Item cards as you like during your turn (before your attack).",True,Exp. Share,Exp. Share,0.0019290123456790122,2023
bw4-89,Next Destinies,Black & White,TPCI,Fifth,2/8/2012,5ban Graphics,Level Ball,89,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for a Pokémon with 90 HP or less, reveal it, and put it into your hand. Shuffle your deck afterward.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Search your deck for a Pokémon with 90 HP or less reveal it and put it into your hand. Shuffle your deck afterward. You may play as many Item cards as you like during your turn (before your attack).,True,Level Ball,Level Ball,0.14609053497942387,2023
bw5-93,Dark Explorers,Black & White,TPCI,Fifth,5/9/2012,5ban Graphics,Dark Patch,93,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Attach a basic Darkness Energy card from your discard pile to 1 of your Benched Darkness Pokémon.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Attach a basic Darkness Energy card from your discard pile to 1 of your Benched Darkness Pokémon. You may play as many Item cards as you like during your turn (before your attack).,False,Dark Patch,Dark Patch,0.00257201646090535,2023
bw5-102,Dark Explorers,Black & White,TPCI,Fifth,5/9/2012,5ban Graphics,Ultra Ball,102,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Discard 2 cards from your hand. (If you cant discard 2 cards you cant play this card.) Search your deck for a Pokémon reveal it and put it into your hand. Shuffle your deck afterward."" You may play as many Item cards as you like during your turn (before your attack).",False,Ultra Ball,Ultra Ball,0.6743827160493827,2023
bw8-120,Plasma Storm,Black & White,TPCI,Fifth,2/6/2013,Ryo Ueda,Escape Rope,120,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Each player switches his or her Active Pokémon with 1 of his or her Benched Pokémon. (Your opponent switches first. If a player does not have a Benched Pokémon, he or she doesn't switch Pokémon.)"", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Each player switches his or her Active Pokémon with 1 of his or her Benched Pokémon. (Your opponent switches first. If a player does not have a Benched Pokémon he or she doesnt switch Pokémon.)"" You may play as many Item cards as you like during your turn (before your attack).",False,Escape Rope,Escape Rope,0.3773148148148148,2023
bw9-103,Plasma Freeze,Black & White,TPCI,Fifth,5/8/2013,5ban Graphics,Superior Energy Retrieval,103,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'standard': 'Legal', 'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Put 4 basic Energy cards from your discard pile into your hand. (You can't choose a card you discarded with the effect of this card.)"", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Discard 2 cards from your hand. (If you cant discard 2 cards you cant play this card.) Put 4 basic Energy cards from your discard pile into your hand. (You cant choose a card you discarded with the effect of this card.)"" You may play as many Item cards as you like during your turn (before your attack).",False,Superior Energy Retrieval,Superior Energy Retrieval,0.03137860082304527,2023
bw10-78,Plasma Blast,Black & White,TPCI,Fifth,8/14/2013,Yusuke Ohmura,Caitlin,78,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Put as many cards from your hand as you like on the bottom of your deck in any order. Then, draw a card for each card you put on the bottom of your deck.', 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,Put as many cards from your hand as you like on the bottom of your deck in any order. Then draw a card for each card you put on the bottom of your deck. You may play only 1 Supporter card during your turn (before your attack).,False,Caitlin,Caitlin,0.0001286008230452675,2023
xy1-127,XY,XY,TPCI,Sixth,2/5/2014,Ken Sugimori,Shauna,127,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Shuffle your hand into your deck. Then, draw 5 cards.', 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,Shuffle your hand into your deck. Then draw 5 cards. You may play only 1 Supporter card during your turn (before your attack).,False,Shauna,Shauna,0.000257201646090535,2023
xy2-92,Flashfire,XY,TPCI,Sixth,5/7/2014,PLANETA,Pal Pad,92,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Shuffle 2 Supporter cards from your discard pile into your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Shuffle 2 Supporter cards from your discard pile into your deck. You may play as many Item cards as you like during your turn (before your attack).,False,Pal Pad,Pal Pad,0.08294753086419752,2023
xy7-72,Ancient Origins,XY,TPCI,Sixth,8/12/2015,Toyste Beach,Energy Recycler,72,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Shuffle 5 basic Energy cards from your discard pile into your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Shuffle 5 basic Energy cards from your discard pile into your deck. You may play as many Item cards as you like during your turn (before your attack).,False,Energy Recycler,Energy Recycler,0.07291666666666667,2023
sm1-123,Sun & Moon,Sun & Moon,TPCI,Seventh,2/3/2017,Toyste Beach,Nest Ball,123,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Search your deck for a Basic Pokémon and put it onto your Bench. Then shuffle your deck. You may play as many Item cards as you like during your turn (before your attack).,True,Nest Ball,Nest Ball,0.5594135802469136,2023
sm2-122,Guardians Rising,Sun & Moon,TPCI,Seventh,5/5/2017,Yoshinobu Saito,Energy Loto,122,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Look at the top 7 cards of your deck. You may reveal an Energy card you find there and put it into your hand. Shuffle the other cards back into your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Look at the top 7 cards of your deck. You may reveal an Energy card you find there and put it into your hand. Shuffle the other cards back into your deck. You may play as many Item cards as you like during your turn (before your attack).,True,Energy Loto,Energy Loto,0.0001286008230452675,2023
swshp-SWSH152,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Yuu Nishida,Professor's Research,SWSH152,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Discard your hand and draw 7 cards.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Discard your hand and draw 7 cards. You may play only 1 Supporter card during your turn.,True,Professor's Research,Professor's Research,0.3436213991769547,2023
swshp-SWSH167,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Ryuta Fuse,Professor Burnet,SWSH167,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for up to 2 cards and discard them. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,Search your deck for up to 2 cards and discard them. Then shuffle your deck. You may play only 1 Supporter card during your turn.,True,Professor Burnet,Professor Burnet,0.03960905349794239,2023
swshp-SWSH226,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Naoki Saito,Spark,SWSH226,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Draw 2 cards. If you drew any cards in this way, flip a coin. If heads, attach a Lightning Energy card from your discard pile to 1 of your Benched Pokémon.', 'You may play only 1 Supporter card during your turn.']",F,none,none,none,Draw 2 cards. If you drew any cards in this way flip a coin. If heads attach a Lightning Energy card from your discard pile to 1 of your Benched Pokémon. You may play only 1 Supporter card during your turn.,True,Spark,,0.0,2023
swshp-SWSH227,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Anesaki Dynamic,Blanche,SWSH227,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Draw 2 cards. If you drew any cards in this way, flip a coin. If heads, attach a Water Energy card from your discard pile to 1 of your Benched Pokémon.', 'You may play only 1 Supporter card during your turn.']",F,none,none,none,Draw 2 cards. If you drew any cards in this way flip a coin. If heads attach a Water Energy card from your discard pile to 1 of your Benched Pokémon. You may play only 1 Supporter card during your turn.,True,Blanche,,0.0,2023
swshp-SWSH228,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Ryuta Fuse,Candela,SWSH228,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Draw 2 cards. If you drew any cards in this way, flip a coin. If heads, attach a Fire Energy card from your discard pile to 1 of your Benched Pokémon.', 'You may play only 1 Supporter card during your turn.']",F,none,none,none,Draw 2 cards. If you drew any cards in this way flip a coin. If heads attach a Fire Energy card from your discard pile to 1 of your Benched Pokémon. You may play only 1 Supporter card during your turn.,True,Candela,,0.0,2023
swshp-SWSH251,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Mitsuhiro Arita,Boss's Orders,SWSH251,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Switch 1 of your opponent's Benched Pokémon with their Active Pokémon."", 'You may play only 1 Supporter card during your turn.']",F,none,none,none,"""Switch 1 of your opponents Benched Pokémon with their Active Pokémon."" You may play only 1 Supporter card during your turn.",True,Boss's Orders,Boss's Orders,0.479809670781893,2023
swshp-SWSH302,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Yuu Nishida,Klara,SWSH302,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Choose 1 or both: • Put up to 2 Pokémon from your discard pile into your hand. • Put up to 2 basic Energy cards from your discard pile into your hand.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,Choose 1 or both: • Put up to 2 Pokémon from your discard pile into your hand. • Put up to 2 basic Energy cards from your discard pile into your hand. You may play only 1 Supporter card during your turn.,True,Klara,Klara,0.08976337448559671,2023
swsh1-185,Sword & Shield,Sword & Shield,TPCI,Eighth,2/7/2020,Toyste Beach,Vitality Band,185,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", ""The attacks of the Pokémon this card is attached to do 10 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" ""The attacks of the Pokémon this card is attached to do 10 more damage to your opponents Active Pokémon (before applying Weakness and Resistance)."" You may play any number of Item cards during your turn.",False,Vitality Band,Vitality Band,0.0024434156378600825,2023
swsh5-121,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Ken Sugimori,Bruno,121,none,Trainer,"['Supporter', 'Single Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Shuffle your hand into your deck. Then, draw 4 cards. If any of your Pokémon were Knocked Out during your opponent's last turn, draw 7 cards instead."", 'You may play only 1 Supporter card during your turn.']",E,none,none,none,"""Shuffle your hand into your deck. Then draw 4 cards. If any of your Pokémon were Knocked Out during your opponents last turn draw 7 cards instead."" You may play only 1 Supporter card during your turn.",True,Bruno,,0.0,2023
swsh5-122,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,sadaji,Camping Gear,122,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for a card and put it into your hand. Then, shuffle your deck. Your turn ends.', 'You may play any number of Item cards during your turn.']",E,none,none,none,Search your deck for a card and put it into your hand. Then shuffle your deck. Your turn ends. You may play any number of Item cards during your turn.,True,Camping Gear,,0.0,2023
swsh5-123,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Ken Sugimori,Cheryl,123,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Heal all damage from each of your Evolution Pokémon. If you do, discard all Energy from the Pokémon that were healed in this way.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,Heal all damage from each of your Evolution Pokémon. If you do discard all Energy from the Pokémon that were healed in this way. You may play only 1 Supporter card during your turn.,True,Cheryl,Cheryl,0.006687242798353909,2023
swsh5-127,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,sadaji,Fan of Waves,127,none,Trainer,"['Item', 'Rapid Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Put a Special Energy attached to 1 of your opponent's Pokémon on the bottom of their deck."", 'You may play any number of Item cards during your turn.']",E,none,none,none,"""Put a Special Energy attached to 1 of your opponents Pokémon on the bottom of their deck."" You may play any number of Item cards during your turn.",True,Fan of Waves,Fan of Waves,0.00360082304526749,2023
swsh5-128,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,kirisAki,Korrina's Focus,128,none,Trainer,"['Supporter', 'Rapid Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Draw cards until you have 6 cards in your hand.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,Draw cards until you have 6 cards in your hand. You may play only 1 Supporter card during your turn.,True,Korrina's Focus,Korrina's Focus,0.013374485596707819,2023
swsh5-130,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,GAME FREAK inc.,Phoebe,130,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""During this turn, damage from your Pokémon VMAX's attacks isn't affected by any effects on your opponent's Active Pokémon."", 'You may play only 1 Supporter card during your turn.']",E,none,none,none,"""During this turn damage from your Pokémon VMAXs attacks isnt affected by any effects on your opponents Active Pokémon."" You may play only 1 Supporter card during your turn.",True,Phoebe,,0.0,2023
swsh5-131,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,5ban Graphics,Rapid Strike Scroll of Swirls,131,none,Trainer,"['Pokémon Tool', 'Rapid Strike']",none,none,none,none,none,"[{'name': 'Matchless Maelstrom', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""This attack does 30 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", 'The Rapid Strike Pokémon this card is attached to can use the attack on this card. (You still need the necessary Energy to use this attack.)', 'You may play any number of Item cards during your turn.']",E,none,"name: Matchless Maelstrom cost: Fighting Colorless Colorless convertedEnergyCost: 3 damage:  text: ""This attack does 30 damage to each of your opponents Pokémon. (Dont apply Weakness and Resistance for Benched Pokémon.)""",none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" The Rapid Strike Pokémon this card is attached to can use the attack on this card. (You still need the necessary Energy to use this attack.) You may play any number of Item cards during your turn.",True,Rapid Strike Scroll of Swirls,Rapid Strike Scroll of Swirls,0.00038580246913580245,2023
swsh5-132,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Naoki Saito,Rapid Strike Style Mustard,132,none,Trainer,"['Supporter', 'Rapid Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['You can play this card only when it is the last card in your hand.', 'Put a Rapid Strike Pokémon from your discard pile onto your Bench. If you do, draw 5 cards.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,You can play this card only when it is the last card in your hand. Put a Rapid Strike Pokémon from your discard pile onto your Bench. If you do draw 5 cards. You may play only 1 Supporter card during your turn.,True,Rapid Strike Style Mustard,,0.0,2023
swsh5-133,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,5ban Graphics,Single Strike Scroll of Scorn,133,none,Trainer,"['Pokémon Tool', 'Single Strike']",none,none,none,none,none,"[{'name': 'Furious Anger', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'This attack does 10 more damage for each damage counter on this Pokémon.'}]",none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", 'The Single Strike Pokémon this card is attached to can use the attack on this card. (You still need the necessary Energy to use this attack.)', 'You may play any number of Item cards during your turn.']",E,none,name: Furious Anger cost: Fighting convertedEnergyCost: 1 damage: 10+ text: This attack does 10 more damage for each damage counter on this Pokémon.,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" The Single Strike Pokémon this card is attached to can use the attack on this card. (You still need the necessary Energy to use this attack.) You may play any number of Item cards during your turn.",True,Single Strike Scroll of Scorn,,0.0,2023
swsh5-134,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Mitsuhiro Arita,Single Strike Style Mustard,134,none,Trainer,"['Supporter', 'Single Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['You can play this card only when it is the last card in your hand.', 'Search your deck for a Single Strike Pokémon and put it onto your Bench. Then, shuffle your deck. If you searched your deck in this way, draw 5 cards.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,You can play this card only when it is the last card in your hand. Search your deck for a Single Strike Pokémon and put it onto your Bench. Then shuffle your deck. If you searched your deck in this way draw 5 cards. You may play only 1 Supporter card during your turn.,True,Single Strike Style Mustard,Single Strike Style Mustard,0.000257201646090535,2023
