id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,power_level,tournamentYear
smp-SM192,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,nagimiso,Lucario & Melmetal-GX,SM192,['Metal'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",none,260.0,none,none,none,"[{'name': 'Steel Fist', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': 'Search your deck for a Metal Energy card and attach it to this Pokémon. Then, shuffle your deck.'}, {'name': 'Heavy Impact', 'cost': ['Metal', 'Metal', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '150', 'text': ''}, {'name': 'Full Metal Wall-GX', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""For the rest of this game, your Metal Pokémon take 30 less damage from your opponent's attacks (after applying Weakness and Resistance). If this Pokémon has at least 1 extra Energy attached to it (in addition to this attack's cost), discard all Energy from your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,none,"[448, 809]","{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Psychic', 'value': '-20'}]","['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",none,none,"name: Steel Fist cost: Colorless Colorless convertedEnergyCost: 2 damage: 50 text: Search your deck for a Metal Energy card and attach it to this Pokémon. Then shuffle your deck. name: Heavy Impact cost: Metal Metal Colorless Colorless convertedEnergyCost: 4 damage: 150 text:  name: Full Metal Wall-GX cost: Colorless convertedEnergyCost: 1 damage:  text: ""For the rest of this game your Metal Pokémon take 30 less damage from your opponents attacks (after applying Weakness and Resistance). If this Pokémon has at least 1 extra Energy attached to it (in addition to this attacks cost) discard all Energy from your opponents Active Pokémon. (You cant use more than 1 GX attack in a game.)""",none,TAG TEAM rule: When your TAG TEAM is Knocked Out your opponent takes 3 Prize cards.,True,192-lucario&melmetal-gx,0.04924242424242424,2021
smp-SM201,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Ryota Murayama,Reshiram & Charizard-GX,SM201,['Fire'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",none,270.0,none,none,none,"[{'name': 'Outrage', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30+', 'text': 'This attack does 10 more damage for each damage counter on this Pokémon.'}, {'name': 'Flare Strike', 'cost': ['Fire', 'Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '230', 'text': ""This Pokémon can't use Flare Strike during your next turn.""}, {'name': 'Double Blaze-GX', 'cost': ['Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 3, 'damage': '200+', 'text': ""If this Pokémon has at least 3 extra Fire Energy attached to it (in addition to this attack's cost), this attack does 100 more damage, and this attack's damage isn't affected by any effects on your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,none,"[6, 643]","{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",none,none,"name: Outrage cost: Fire Colorless convertedEnergyCost: 2 damage: 30+ text: This attack does 10 more damage for each damage counter on this Pokémon. name: Flare Strike cost: Fire Fire Fire Colorless convertedEnergyCost: 4 damage: 230 text: ""This Pokémon cant use Flare Strike during your next turn."" name: Double Blaze-GX cost: Fire Fire Fire convertedEnergyCost: 3 damage: 200+ text: ""If this Pokémon has at least 3 extra Fire Energy attached to it (in addition to this attacks cost) this attack does 100 more damage and this attacks damage isnt affected by any effects on your opponents Active Pokémon. (You cant use more than 1 GX attack in a game.)""",none,TAG TEAM rule: When your TAG TEAM is Knocked Out your opponent takes 3 Prize cards.,True,201-reshiram&charizard-gx,0.03409090909090909,2021
smp-SM203,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Ryuta Fuse,Tapu Fini,SM203,['Water'],Pokémon,['Basic'],none,120.0,none,none,none,"[{'name': 'Razor Fin', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Nature Wave', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': 'If your opponent has any Ultra Beasts in play, this attack can be used for Colorless.'}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1.0,Promo,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.",[788],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,name: Razor Fin cost: Water convertedEnergyCost: 1 damage: 20 text:  name: Nature Wave cost: Water Water Colorless convertedEnergyCost: 3 damage: 100 text: If your opponent has any Ultra Beasts in play this attack can be used for Colorless.,none,none,True,203-tapufini,0.030303030303030304,2021
smp-SM211,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,aky CG Works,Charizard-GX,SM211,['Fire'],Pokémon,"['Stage 2', 'GX']",none,250.0,Charmeleon,none,none,"[{'name': 'Flamethrower', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '140', 'text': ''}, {'name': 'Flare Blitz-GX', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '300', 'text': ""(You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,none,[6],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",none,none,"name: Flamethrower cost: Fire Fire Colorless Colorless convertedEnergyCost: 4 damage: 140 text:  name: Flare Blitz-GX cost: Fire Fire Colorless Colorless convertedEnergyCost: 4 damage: 300 text: ""(You cant use more than 1 GX attack in a game.)""",none,Pokémon-GX rule: When your Pokémon-GX is Knocked Out your opponent takes 2 Prize cards.,True,211-charizard-gx,0.01893939393939394,2021
smp-SM214,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,kawayoo,Mewtwo,SM214,['Psychic'],Pokémon,['Basic'],none,120.0,none,none,"[{'name': 'Mind Report', 'text': 'When you play this Pokémon from your hand onto your Bench during your turn, you may put a Supporter card from your discard pile on top of your deck.', 'type': 'Ability'}]","[{'name': 'Psyshock', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ""This attack's damage isn't affected by any effects on your opponent's Active Pokémon.""}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,[150],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,"name: Psyshock cost: Psychic Colorless Colorless convertedEnergyCost: 3 damage: 70 text: ""This attacks damage isnt affected by any effects on your opponents Active Pokémon.""",name: Mind Report text: When you play this Pokémon from your hand onto your Bench during your turn you may put a Supporter card from your discard pile on top of your deck. type: Ability,none,True,214-mewtwo,0.022727272727272728,2021
smp-SM215,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Masakazu Fukuda,Mew,SM215,['Psychic'],Pokémon,['Basic'],none,60.0,none,none,"[{'name': 'Bench Barrier', 'text': ""Prevent all damage done to your Benched Pokémon by your opponent's attacks."", 'type': 'Ability'}]","[{'name': 'Psypower', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Put 3 damage counters on your opponent's Pokémon in any way you like.""}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1.0,Promo,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",[151],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,"name: Psypower cost: Colorless convertedEnergyCost: 1 damage:  text: ""Put 3 damage counters on your opponents Pokémon in any way you like.""","name: Bench Barrier text: ""Prevent all damage done to your Benched Pokémon by your opponents attacks."" type: Ability",none,True,215-mew,0.03787878787878788,2021
smp-SM217,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Mitsuhiro Arita,Trevenant & Dusknoir-GX,SM217,['Psychic'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",none,270.0,none,none,none,"[{'name': 'Night Watch', 'cost': ['Psychic', 'Psychic', 'Psychic'], 'convertedEnergyCost': 3, 'damage': '150', 'text': ""Choose 2 random cards from your opponent's hand. Your opponent reveals those cards and shuffles them into their deck.""}, {'name': 'Pale Moon-GX', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""At the end of your opponent's next turn, the Defending Pokémon will be Knocked Out. If this Pokémon has at least 1 extra Psychic Energy attached to it (in addition to this attack's cost), discard all Energy from your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Darkness', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,none,"[477, 709]","{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]","['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",none,none,"name: Night Watch cost: Psychic Psychic Psychic convertedEnergyCost: 3 damage: 150 text: ""Choose 2 random cards from your opponents hand. Your opponent reveals those cards and shuffles them into their deck."" name: Pale Moon-GX cost: Psychic Colorless convertedEnergyCost: 2 damage:  text: ""At the end of your opponents next turn the Defending Pokémon will be Knocked Out. If this Pokémon has at least 1 extra Psychic Energy attached to it (in addition to this attacks cost) discard all Energy from your opponents Active Pokémon. (You cant use more than 1 GX attack in a game.)""",none,TAG TEAM rule: When your TAG TEAM is Knocked Out your opponent takes 3 Prize cards.,True,217-trevenant&dusknoir-gx,0.003787878787878788,2021
smp-SM220,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Kagemaru Himeno,Phione,SM220,['Water'],Pokémon,['Basic'],none,70.0,none,none,"[{'name': 'Whirlpool Suction', 'text': 'Once during your turn (before your attack), if this Pokémon is on your Bench, you may have your opponent switch their Active Pokémon with 1 of their Benched Pokémon. If you do, discard all cards attached to this Pokémon and put it on the bottom of your deck.', 'type': 'Ability'}]","[{'name': 'Rain Splash', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1.0,Promo,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.",[489],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,name: Rain Splash cost: Water convertedEnergyCost: 1 damage: 10 text: ,name: Whirlpool Suction text: Once during your turn (before your attack) if this Pokémon is on your Bench you may have your opponent switch their Active Pokémon with 1 of their Benched Pokémon. If you do discard all cards attached to this Pokémon and put it on the bottom of your deck. type: Ability,none,True,22-phione,0.015151515151515152,2021
smp-SM221,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Shin Nagasawa,Blacephalon,SM221,['Psychic'],Pokémon,"['Basic', 'Ultra Beast']",none,110.0,none,none,none,"[{'name': 'Fireworks Bomb', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Put 4 damage counters on your opponent's Pokémon in any way you like. If your opponent has exactly 3 Prize cards remaining, put 12 damage counters on them instead.""}]","[{'type': 'Darkness', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It's apparently one kind of Ultra Beast.",[806],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",none,none,none,"name: Fireworks Bomb cost: Psychic Colorless convertedEnergyCost: 2 damage:  text: ""Put 4 damage counters on your opponents Pokémon in any way you like. If your opponent has exactly 3 Prize cards remaining put 12 damage counters on them instead.""",none,none,True,221-blacephalon,0.003787878787878788,2021
sm5-73,Ultra Prism,Sun & Moon,TPCI,Seventh,2/2/2018,Masakazu Fukuda,Sneasel,73,['Darkness'],Pokémon,['Basic'],none,70.0,none,['Weavile'],none,"[{'name': 'Sneaky Smash', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""You can use this attack only if you go second, and only on your first turn. Discard an Energy from 1 of your opponent's Pokémon.""}, {'name': 'Ambush', 'cost': ['Darkness'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 20 more damage.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,Common,It uses its claws to poke holes in eggs so it can slurp out the insides. Breeders consider it a scourge and will drive it away or eradicate it.,[215],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Psychic', 'value': '-20'}]",none,none,none,"name: Sneaky Smash cost: Colorless convertedEnergyCost: 1 damage:  text: ""You can use this attack only if you go second and only on your first turn. Discard an Energy from 1 of your opponents Pokémon."" name: Ambush cost: Darkness convertedEnergyCost: 1 damage: 10+ text: Flip a coin. If heads this attack does 20 more damage.",none,none,True,73-sneasel,0.003787878787878788,2021
sm5-74,Ultra Prism,Sun & Moon,TPCI,Seventh,2/2/2018,Misa Tsutsui,Weavile,74,['Darkness'],Pokémon,['Stage 1'],none,90.0,Sneasel,none,none,"[{'name': 'Icy Wind', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ""Your opponent's Active Pokémon is now Asleep.""}, {'name': 'Evil Admonition', 'cost': ['Darkness'], 'convertedEnergyCost': 1, 'damage': '50×', 'text': ""This attack does 50 damage for each of your opponent's Pokémon that has an Ability.""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,Rare Holo,"They dwell in cold places. This Pokémon's main food source in Alola is Vulpix and Sandshrew, which they carefully divide among their group.",[461],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Psychic', 'value': '-20'}]",none,none,none,"name: Icy Wind cost: Colorless convertedEnergyCost: 1 damage: 10 text: ""Your opponents Active Pokémon is now Asleep."" name: Evil Admonition cost: Darkness convertedEnergyCost: 1 damage: 50× text: ""This attack does 50 damage for each of your opponents Pokémon that has an Ability.""",none,none,True,74-weavile,0.003787878787878788,2021
