id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,name_card,power_level,tournamentYear
hgss1-98,HeartGold & SoulSilver,HeartGold & SoulSilver,TPCI,Fourth,2/10/2010,Takashi Yamaguchi,Pokémon Communication,98,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Choose 1 Pokémon in your hand, show it to your opponent, and put it on top of your deck. If you do, search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.']",none,none,none,none,Choose 1 Pokémon in your hand show it to your opponent and put it on top of your deck. If you do search your deck for a Pokémon show it to your opponent and put it into your hand. Shuffle your deck afterward.,False,Pokémon Communication,Pokémon Communication,0.2840909090909091,2021
bw2-92,Emerging Powers,Black & White,TPCI,Fifth,8/31/2011,5ban Graphics,Crushing Hammer,92,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Flip a coin. If heads, discard an Energy attached to 1 of your opponent's Pokémon."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Flip a coin. If heads discard an Energy attached to 1 of your opponents Pokémon."" You may play as many Item cards as you like during your turn (before your attack).",False,Crushing Hammer,Crushing Hammer,0.09090909090909091,2021
bw2-95,Emerging Powers,Black & White,TPCI,Fifth,8/31/2011,5ban Graphics,Pokémon Catcher,95,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Switch your opponent's Active Pokémon with 1 of his or her Benched Pokémon."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Switch your opponents Active Pokémon with 1 of his or her Benched Pokémon."" You may play as many Item cards as you like during your turn (before your attack).",False,Pokémon Catcher,Pokémon Catcher,0.007575757575757576,2021
bw4-89,Next Destinies,Black & White,TPCI,Fifth,2/8/2012,5ban Graphics,Level Ball,89,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for a Pokémon with 90 HP or less, reveal it, and put it into your hand. Shuffle your deck afterward.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Search your deck for a Pokémon with 90 HP or less reveal it and put it into your hand. Shuffle your deck afterward. You may play as many Item cards as you like during your turn (before your attack).,True,Level Ball,Level Ball,0.045454545454545456,2021
bw6-116,Dragons Exalted,Black & White,TPCI,Fifth,8/15/2012,Ryo Ueda,Tool Scrapper,116,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Choose up to 2 Pokémon Tool cards attached to Pokémon in play (yours or your opponent's) and discard them."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Choose up to 2 Pokémon Tool cards attached to Pokémon in play (yours or your opponents) and discard them."" You may play as many Item cards as you like during your turn (before your attack).",False,Tool Scrapper,Tool Scrapper,0.10227272727272728,2021
bw7-134,Boundaries Crossed,Black & White,TPCI,Fifth,11/7/2012,Yusuke Ohmura,Skyla,134,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for a Trainer card, reveal it, and put it into your hand. Shuffle your deck afterward.', 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,Search your deck for a Trainer card reveal it and put it into your hand. Shuffle your deck afterward. You may play only 1 Supporter card during your turn (before your attack).,False,Skyla,Skyla,0.022727272727272728,2021
bw8-120,Plasma Storm,Black & White,TPCI,Fifth,2/6/2013,Ryo Ueda,Escape Rope,120,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Each player switches his or her Active Pokémon with 1 of his or her Benched Pokémon. (Your opponent switches first. If a player does not have a Benched Pokémon, he or she doesn't switch Pokémon.)"", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Each player switches his or her Active Pokémon with 1 of his or her Benched Pokémon. (Your opponent switches first. If a player does not have a Benched Pokémon he or she doesnt switch Pokémon.)"" You may play as many Item cards as you like during your turn (before your attack).",False,Escape Rope,Escape Rope,0.07196969696969698,2021
xy2-92,Flashfire,XY,TPCI,Sixth,5/7/2014,PLANETA,Pal Pad,92,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Shuffle 2 Supporter cards from your discard pile into your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Shuffle 2 Supporter cards from your discard pile into your deck. You may play as many Item cards as you like during your turn (before your attack).,False,Pal Pad,Pal Pad,0.011363636363636364,2021
xy5-122,Primal Clash,XY,TPCI,Sixth,2/4/2015,Toyste Beach,Acro Bike,122,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Look at the top 2 cards of your deck and put 1 of them into your hand. Discard the other card.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Look at the top 2 cards of your deck and put 1 of them into your hand. Discard the other card. You may play as many Item cards as you like during your turn (before your attack).,False,Acro Bike,Acro Bike,0.06818181818181818,2021
smp-SM246,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Ryuta Fuse,Sabrina & Brycen,SM246,none,Trainer,"['Supporter', 'TAG TEAM']",none,none,none,none,none,none,none,none,none,Promo,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.', 'When you play this card, you may discard 5 other cards from your hand. If you do, you may also search for up to 3 Pokémon of different types in this way.', 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,Search your deck for up to 2 basic Energy cards reveal them and put them into your hand. Then shuffle your deck. When you play this card you may discard 5 other cards from your hand. If you do you may also search for up to 3 Pokémon of different types in this way. You may play only 1 Supporter card during your turn (before your attack).,True,Sabrina & Brycen,Sabrina & Brycen,0.003787878787878788,2021
sm5-119,Ultra Prism,Sun & Moon,TPCI,Seventh,2/2/2018,Ken Sugimori,Cynthia,119,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Shuffle your hand into your deck. Then, draw 6 cards.', 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,Shuffle your hand into your deck. Then draw 6 cards. You may play only 1 Supporter card during your turn (before your attack).,True,Cynthia,Cynthia,0.03409090909090909,2021
sm5-122,Ultra Prism,Sun & Moon,TPCI,Seventh,2/2/2018,Toyste Beach,Escape Board,122,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it."", ""The Retreat Cost of the Pokémon this card is attached to is Colorless less, and it can retreat even if it's Asleep or Paralyzed."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached to it."" ""The Retreat Cost of the Pokémon this card is attached to is Colorless less and it can retreat even if its Asleep or Paralyzed."" You may play as many Item cards as you like during your turn (before your attack).",True,Escape Board,Escape Board,0.07575757575757576,2021
sm5-135,Ultra Prism,Sun & Moon,TPCI,Seventh,2/2/2018,Ken Sugimori,Volkner,135,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for an Item card and a Lightning Energy card, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,Search your deck for an Item card and a Lightning Energy card reveal them and put them into your hand. Then shuffle your deck. You may play only 1 Supporter card during your turn (before your attack).,True,Volkner,Volkner,0.015151515151515152,2021
sm6-106,Forbidden Light,Sun & Moon,TPCI,Seventh,5/4/2018,Toyste Beach,Eneporter,106,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Move a Special Energy from 1 of your opponent's Pokémon to another of their Pokémon."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Move a Special Energy from 1 of your opponents Pokémon to another of their Pokémon."" You may play as many Item cards as you like during your turn (before your attack).",True,Eneporter,Eneporter,0.003787878787878788,2021
sm6-112,Forbidden Light,Sun & Moon,TPCI,Seventh,5/4/2018,Toyste Beach,Metal Frying Pan,112,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it."", ""The Metal Pokémon this card is attached to takes 30 less damage from your opponent's attacks (after applying Weakness and Resistance) and has no Weakness."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached to it."" ""The Metal Pokémon this card is attached to takes 30 less damage from your opponents attacks (after applying Weakness and Resistance) and has no Weakness."" You may play as many Item cards as you like during your turn (before your attack).",True,Metal Frying Pan,Metal Frying Pan,0.06439393939393939,2021
sm6-113,Forbidden Light,Sun & Moon,TPCI,Seventh,5/4/2018,Eske Yoshinob,Mysterious Treasure,113,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Discard a card from your hand. If you do, search your deck for a Psychic or Dragon Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Discard a card from your hand. If you do search your deck for a Psychic or Dragon Pokémon reveal it and put it into your hand. Then shuffle your deck. You may play as many Item cards as you like during your turn (before your attack).,True,Mysterious Treasure,Mysterious Treasure,0.07196969696969698,2021
sm6-115,Forbidden Light,Sun & Moon,TPCI,Seventh,5/4/2018,5ban Graphics,Ultra Space,115,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Once during each player's turn, that player may search their deck for an Ultra Beast card, reveal it, put it into their hand, and shuffle their deck."", ""This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.""]",none,none,none,none,"""Once during each players turn that player may search their deck for an Ultra Beast card reveal it put it into their hand and shuffle their deck."" ""This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play you cant play this card.""",True,Ultra Space,Ultra Space,0.003787878787878788,2021
sm7-148,Celestial Storm,Sun & Moon,TPCI,Seventh,8/3/2018,Megumi Mizutani,Tate & Liza,148,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Choose 1:\n• Shuffle your hand into your deck then draw 5 cards.\n• Switch your Active Pokémon with 1 of your Benched Pokémon.', 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,Choose 1:\n• Shuffle your hand into your deck then draw 5 cards.\n• Switch your Active Pokémon with 1 of your Benched Pokémon. You may play only 1 Supporter card during your turn (before your attack).,True,Tate & Liza,Tate & Liza,0.003787878787878788,2021
sm75-60,Dragon Majesty,Sun & Moon,TPCI,Seventh,9/7/2018,Eske Yoshinob,Fiery Flint,60,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['You can play this card only if you discard 2 other cards from your hand.', 'Search your deck for up to 4 Fire Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,You can play this card only if you discard 2 other cards from your hand. Search your deck for up to 4 Fire Energy cards reveal them and put them into your hand. Then shuffle your deck. You may play as many Item cards as you like during your turn (before your attack).,True,Fiery Flint,Fiery Flint,0.06060606060606061,2021
sm8-167,Lost Thunder,Sun & Moon,TPCI,Seventh,11/2/2018,Yoshinobu Saito,Adventure Bag,167,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for up to 2 Pokémon Tool cards, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,Search your deck for up to 2 Pokémon Tool cards reveal them and put them into your hand. Then shuffle your deck. You may play as many Item cards as you like during your turn (before your attack).,True,Adventure Bag,Adventure Bag,0.011363636363636364,2021
sm8-170,Lost Thunder,Sun & Moon,TPCI,Seventh,11/2/2018,Toyste Beach,Counter Gain,170,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it."", 'If you have more Prize cards remaining than your opponent, the attacks of the Pokémon this card is attached to cost Colorless less.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached to it."" If you have more Prize cards remaining than your opponent the attacks of the Pokémon this card is attached to cost Colorless less. You may play as many Item cards as you like during your turn (before your attack).",True,Counter Gain,Counter Gain,0.015151515151515152,2021
sm8-172,Lost Thunder,Sun & Moon,TPCI,Seventh,11/2/2018,Eske Yoshinob,Electropower,172,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""During this turn, your Lightning Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""During this turn your Lightning Pokémons attacks do 30 more damage to your opponents Active Pokémon (before applying Weakness and Resistance)."" You may play as many Item cards as you like during your turn (before your attack).",True,Electropower,Electropower,0.09090909090909091,2021
sm8-178,Lost Thunder,Sun & Moon,TPCI,Seventh,11/2/2018,5ban Graphics,Heat Factory ♢,178,none,Trainer,"['Stadium', 'Prism Star']",none,none,none,none,none,none,none,none,none,Rare Prism Star,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Once during each player's turn, that player may discard a Fire Energy card from their hand. If they do, they draw 3 cards."", 'Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.', ""This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card."", ""♢ (Prism Star) Rule: You can't have more than 1 ♢ card with the same name in your deck. If a ♢ card would go to the discard pile, put it in the Lost Zone instead.""]",none,none,none,none,"""Once during each players turn that player may discard a Fire Energy card from their hand. If they do they draw 3 cards."" Whenever any player plays an Item or Supporter card from their hand prevent all effects of that card done to this Stadium card. ""This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play you cant play this card."" ""♢ (Prism Star) Rule: You cant have more than 1 ♢ card with the same name in your deck. If a ♢ card would go to the discard pile put it in the Lost Zone instead.""",True,Heat Factory ♢,Heat Factory ♢,0.015151515151515152,2021
sm8-191,Lost Thunder,Sun & Moon,TPCI,Seventh,11/2/2018,5ban Graphics,Thunder Mountain ♢,191,none,Trainer,"['Stadium', 'Prism Star']",none,none,none,none,none,none,none,none,none,Rare Prism Star,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""The attacks of Lightning Pokémon (both yours and your opponent's) cost Lightning less."", 'Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.', ""This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card."", ""♢ (Prism Star) Rule: You can't have more than 1 ♢ card with the same name in your deck. If a ♢ card would go to the discard pile, put it in the Lost Zone instead.""]",none,none,none,none,"""The attacks of Lightning Pokémon (both yours and your opponents) cost Lightning less."" Whenever any player plays an Item or Supporter card from their hand prevent all effects of that card done to this Stadium card. ""This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play you cant play this card."" ""♢ (Prism Star) Rule: You cant have more than 1 ♢ card with the same name in your deck. If a ♢ card would go to the discard pile put it in the Lost Zone instead.""",True,Thunder Mountain ♢,Thunder Mountain ♢,0.022727272727272728,2021
sm8-192,Lost Thunder,Sun & Moon,TPCI,Seventh,11/2/2018,Yoshinobu Saito,Wait and See Hammer,192,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['You can use this card only if you go second, and only on your first turn.', ""Discard an Energy from 1 of your opponent's Pokémon."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"You can use this card only if you go second and only on your first turn. ""Discard an Energy from 1 of your opponents Pokémon."" You may play as many Item cards as you like during your turn (before your attack).",True,Wait and See Hammer,Wait and See Hammer,0.003787878787878788,2021
sm9-136,Team Up,Sun & Moon,TPCI,Seventh,2/1/2019,Yoshinobu Saito,Buff Padding,136,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it."", 'If the Pokémon this card is attached to has a Retreat Cost of exactly 4, it gets +50 HP.', 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached to it."" If the Pokémon this card is attached to has a Retreat Cost of exactly 4 it gets +50 HP. You may play as many Item cards as you like during your turn (before your attack).",True,Buff Padding,Buff Padding,0.045454545454545456,2021
sm9-138,Team Up,Sun & Moon,TPCI,Seventh,2/1/2019,Toyste Beach,Dangerous Drill,138,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['You can play this card only if you discard a Darkness Pokémon from your hand.', ""Discard a Pokémon Tool or Special Energy card from 1 of your opponent's Pokémon, or discard any Stadium card in play."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"You can play this card only if you discard a Darkness Pokémon from your hand. ""Discard a Pokémon Tool or Special Energy card from 1 of your opponents Pokémon or discard any Stadium card in play."" You may play as many Item cards as you like during your turn (before your attack).",True,Dangerous Drill,Dangerous Drill,0.015151515151515152,2021
sm9-140,Team Up,Sun & Moon,TPCI,Seventh,2/1/2019,Sanosuke Sakuma,Erika's Hospitality,140,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Rare Holo,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['You can play this card only if you have 4 or fewer other cards in your hand.', ""Draw a card for each of your opponent's Pokémon in play."", 'You may play only 1 Supporter card during your turn (before your attack).']",none,none,none,none,"You can play this card only if you have 4 or fewer other cards in your hand. ""Draw a card for each of your opponents Pokémon in play."" You may play only 1 Supporter card during your turn (before your attack).",True,Erika's Hospitality,Erika's Hospitality,0.007575757575757576,2021
sm9-148,Team Up,Sun & Moon,TPCI,Seventh,2/1/2019,Yoshinobu Saito,Metal Goggles,148,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it."", ""The Metal Pokémon this card is attached to takes 30 less damage from your opponent's attacks (after applying Weakness and Resistance), and your opponent's attacks and Abilities can't put damage counters on it."", 'You may play as many Item cards as you like during your turn (before your attack).']",none,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached to it."" ""The Metal Pokémon this card is attached to takes 30 less damage from your opponents attacks (after applying Weakness and Resistance) and your opponents attacks and Abilities cant put damage counters on it."" You may play as many Item cards as you like during your turn (before your attack).",True,Metal Goggles,Metal Goggles,0.022727272727272728,2021
