id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,name_card,power_level,tournamentYear
base1-83,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Maintenance,83,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,['Shuffle 2 of the other cards from your hand into your deck in order to draw a card.'],none,none,none,none,Shuffle 2 of the other cards from your hand into your deck in order to draw a card.,False,Maintenance,,0.0,pre_2021
base1-84,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,PlusPower,84,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach PlusPower to your Active Pokémon. At the end of your turn, discard PlusPower. If this Pokémon's attack does damage to the Defending Pokémon (after applying Weakness and Resistance), the attack does 10 more damage to the Defending Pokémon.""]",none,none,none,none,"""Attach PlusPower to your Active Pokémon. At the end of your turn discard PlusPower. If this Pokémons attack does damage to the Defending Pokémon (after applying Weakness and Resistance) the attack does 10 more damage to the Defending Pokémon.""",False,PlusPower,PlusPower,0.00579073482428115,pre_2021
base1-85,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Pokémon Center,85,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"['Remove all damage counters from all of your own Pokémon with damage counters on them, then discard all Energy cards attached to those Pokémon.']",none,none,none,none,Remove all damage counters from all of your own Pokémon with damage counters on them then discard all Energy cards attached to those Pokémon.,False,Pokémon Center,,0.0,pre_2021
base1-86,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Pokémon Flute,86,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"[""Choose 1 Basic Pokémon card from your opponent's discard pile and put it onto his or her Bench. (You can't play Pokémon Flute if your opponent's Bench is full.)""]",none,none,none,none,"""Choose 1 Basic Pokémon card from your opponents discard pile and put it onto his or her Bench. (You cant play Pokémon Flute if your opponents Bench is full.)""",False,Pokémon Flute,,0.0,pre_2021
base1-87,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Pokédex,87,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,['Look at up to 5 cards from the top of your deck and rearrange them as you like.'],none,none,none,none,Look at up to 5 cards from the top of your deck and rearrange them as you like.,False,Pokédex,,0.0,pre_2021
base1-88,Base,Base,WOTC,First,1/9/1999,Ken Sugimori,Professor Oak,88,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"['Discard your hand, then draw 7 cards.']",none,none,none,none,Discard your hand then draw 7 cards.,False,Professor Oak,,0.0,pre_2021
base1-89,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Revive,89,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"[""Put 1 Basic Pokémon card from your discard pile onto your Bench. Put damage counters on that Pokémon equal to half its HP (rounded down to the nearest 10). (You can't play Revive if your Bench is full.)""]",none,none,none,none,"""Put 1 Basic Pokémon card from your discard pile onto your Bench. Put damage counters on that Pokémon equal to half its HP (rounded down to the nearest 10). (You cant play Revive if your Bench is full.)""",False,Revive,Revive,0.002196485623003195,pre_2021
base1-90,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Super Potion,90,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,['Discard 1 Energy card attached to your own Pokémon in order to remove up to 4 damage counters from that Pokémon.'],none,none,none,none,Discard 1 Energy card attached to your own Pokémon in order to remove up to 4 damage counters from that Pokémon.,False,Super Potion,,0.0,pre_2021
base1-91,Base,Base,WOTC,First,1/9/1999,Ken Sugimori,Bill,91,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,{'unlimited': 'Legal'},none,['Draw 2 cards.'],none,none,none,none,Draw 2 cards.,False,Bill,,0.0,pre_2021
base1-92,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Energy Removal,92,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,{'unlimited': 'Legal'},none,"[""Choose 1 Energy card attached to 1 of your opponent's Pokémon and discard it.""]",none,none,none,none,"""Choose 1 Energy card attached to 1 of your opponents Pokémon and discard it.""",False,Energy Removal,,0.0,pre_2021
base1-93,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Gust of Wind,93,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,{'unlimited': 'Legal'},none,"[""Choose 1 of your opponent's Benched Pokémon and switch it with his or her Active Pokémon.""]",none,none,none,none,"""Choose 1 of your opponents Benched Pokémon and switch it with his or her Active Pokémon.""",False,Gust of Wind,,0.0,pre_2021
base1-94,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Potion,94,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,['Remove up to 2 damage counters from 1 of your Pokémon.'],none,none,none,none,Remove up to 2 damage counters from 1 of your Pokémon.,False,Potion,Potion,0.002196485623003195,pre_2021
base1-95,Base,Base,WOTC,First,1/9/1999,Keiji Kinebuchi,Switch,95,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,['Switch 1 of your own Benched Pokémon with your Active Pokémon.'],none,none,none,none,Switch 1 of your own Benched Pokémon with your Active Pokémon.,False,Switch,Switch,0.2629792332268371,pre_2021
base2-64,Jungle,Base,WOTC,First,6/16/1999,Keiji Kinebuchi,Poké Ball,64,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Flip a coin. If heads, you may search your deck for any Basic Pokémon or Evolution card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.']",none,none,none,none,Flip a coin. If heads you may search your deck for any Basic Pokémon or Evolution card. Show that card to your opponent then put it into your hand. Shuffle your deck afterward.,False,Poké Ball,,0.0,pre_2021
basep-16,Wizards Black Star Promos,Base,WOTC,First,7/1/1999,Sumiyoshi Kizuki,Computer Error,16,none,Trainer,"[""Rocket's Secret Machine""]",none,none,none,none,none,none,none,none,none,Promo,none,none,{'unlimited': 'Legal'},none,"[""You may draw up to 5 cards, then your opponent may draw up to 5 cards. Your turn is over now (you don't get to attack).""]",none,none,none,none,"""You may draw up to 5 cards then your opponent may draw up to 5 cards. Your turn is over now (you dont get to attack).""",False,Computer Error,,0.0,pre_2021
basep-41,Wizards Black Star Promos,Base,WOTC,First,7/1/1999,"""Big Mama"" Tagawa",Lucky Stadium,41,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Promo,none,none,{'unlimited': 'Legal'},none,"['This card stays in play when you play it. Discard this card if another Stadium card comes into play.', ""Once during each player's turn (before attacking), that player may flip a coin. If heads, that player draws a card.""]",none,none,none,none,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. ""Once during each players turn (before attacking) that player may flip a coin. If heads that player draws a card.""",False,Lucky Stadium,,0.0,pre_2021
basep-42,Wizards Black Star Promos,Base,WOTC,First,7/1/1999,Keiji Kinebuchi,Pokémon Tower,42,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Promo,none,none,{'unlimited': 'Legal'},none,"['This card stays in play when you play it. Discard this card if another Stadium card comes into play.', ""If the effect of a Pokémon Power, attack, Energy card, or Trainer card would put a card in a discard pile into its owner's hand, that card stays in that discard pile instead.""]",none,none,none,none,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. ""If the effect of a Pokémon Power attack Energy card or Trainer card would put a card in a discard pile into its owners hand that card stays in that discard pile instead.""",False,Pokémon Tower,,0.0,pre_2021
base3-58,Fossil,Base,WOTC,First,10/10/1999,Ken Sugimori,Mr. Fuji,58,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,['Choose a Pokémon on your Bench. Shuffle it and any cards attached to it into your deck.'],none,none,none,none,Choose a Pokémon on your Bench. Shuffle it and any cards attached to it into your deck.,False,Mr. Fuji,,0.0,pre_2021
base3-59,Fossil,Base,WOTC,First,10/10/1999,Keiji Kinebuchi,Energy Search,59,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,['Search your deck for a basic Energy card and put it into your hand. Shuffle your deck afterward.'],none,none,none,none,Search your deck for a basic Energy card and put it into your hand. Shuffle your deck afterward.,False,Energy Search,Energy Search,0.001996805111821086,pre_2021
base3-60,Fossil,Base,WOTC,First,10/10/1999,Keiji Kinebuchi,Gambler,60,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,{'unlimited': 'Legal'},none,"['Shuffle your hand into your deck. Flip a coin. If heads, draw 8 cards. If tails, draw 1 card.']",none,none,none,none,Shuffle your hand into your deck. Flip a coin. If heads draw 8 cards. If tails draw 1 card.,False,Gambler,,0.0,pre_2021
base3-61,Fossil,Base,WOTC,First,10/10/1999,Keiji Kinebuchi,Recycle,61,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Flip a coin. If heads, put a card in your discard pile on top of your deck.']",none,none,none,none,Flip a coin. If heads put a card in your discard pile on top of your deck.,False,Recycle,,0.0,pre_2021
base3-62,Fossil,Base,WOTC,First,10/10/1999,Keiji Kinebuchi,Mysterious Fossil,62,none,Trainer,none,none,10.0,none,none,none,none,none,none,none,Common,none,none,{'unlimited': 'Legal'},none,"[""Play Mysterious Fossil as if it were a Basic Pokémon. While in play, Mysterious Fossil counts as a Pokémon (instead of a Trainer card). Mysterious Fossil has no attacks, can't retreat, and can't be Asleep, Confused, Paralyzed, or Poisoned. If Mysterious Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Mysterious Fossil from play.""]",none,none,none,none,"""Play Mysterious Fossil as if it were a Basic Pokémon. While in play Mysterious Fossil counts as a Pokémon (instead of a Trainer card). Mysterious Fossil has no attacks cant retreat and cant be Asleep Confused Paralyzed or Poisoned. If Mysterious Fossil is Knocked Out it doesnt count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack you may discard Mysterious Fossil from play.""",False,Mysterious Fossil,,0.0,pre_2021
base4-102,Base Set 2,Base,WOTC,First,2/24/2000,Ken Sugimori,Imposter Professor Oak,102,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare,none,none,{'unlimited': 'Legal'},none,"['Your opponent shuffles his or her hand into his or her deck, then draws 7 cards.']",none,none,none,none,Your opponent shuffles his or her hand into his or her deck then draws 7 cards.,False,Imposter Professor Oak,,0.0,pre_2021
base5-15,Team Rocket,Base,WOTC,First,4/24/2000,Ken Sugimori,Here Comes Team Rocket!,15,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare Holo,none,none,{'unlimited': 'Legal'},none,['Each player plays with his or her Prize cards face up for the rest of the game.'],none,none,none,none,Each player plays with his or her Prize cards face up for the rest of the game.,False,Here Comes Team Rocket!,,0.0,pre_2021
base5-16,Team Rocket,Base,WOTC,First,4/24/2000,Ken Sugimori,Rocket's Sneak Attack,16,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare Holo,none,none,{'unlimited': 'Legal'},none,"[""Look at your opponent's hand. If he or she has any Trainer cards, choose 1 of them. Your opponent shuffles that card into his or her deck.""]",none,none,none,none,"""Look at your opponents hand. If he or she has any Trainer cards choose 1 of them. Your opponent shuffles that card into his or her deck.""",False,Rocket's Sneak Attack,,0.0,pre_2021
base5-73,Team Rocket,Base,WOTC,First,4/24/2000,Ken Sugimori,The Boss's Way,73,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,['Search your deck for an Evolution card with Dark in its name. Show it to your opponent and put it into your hand. Shuffle your deck afterward.'],none,none,none,none,Search your deck for an Evolution card with Dark in its name. Show it to your opponent and put it into your hand. Shuffle your deck afterward.,False,The Boss's Way,,0.0,pre_2021
base5-74,Team Rocket,Base,WOTC,First,4/24/2000,Kagemaru Himeno,Challenge!,74,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"[""Ask your opponent if he or she accepts your challenge. If your opponent declines (or if both Benches are full), draw 2 cards. If your opponent accepts, each of you searches your decks for any number of Basic Pokémon cards and puts them face down onto your Benches. (A player can't do this if his or her Bench is full.) When you both have finished, shuffle your decks and turn those cards face up.""]",none,none,none,none,"""Ask your opponent if he or she accepts your challenge. If your opponent declines (or if both Benches are full) draw 2 cards. If your opponent accepts each of you searches your decks for any number of Basic Pokémon cards and puts them face down onto your Benches. (A player cant do this if his or her Bench is full.) When you both have finished shuffle your decks and turn those cards face up.""",False,Challenge!,,0.0,pre_2021
base5-75,Team Rocket,Base,WOTC,First,4/24/2000,Sumiyoshi Kizuki,Digger,75,none,Trainer,"[""Rocket's Secret Machine""]",none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"['Flip a coin. If tails, do 10 damage to your Active Pokémon. If heads, your opponent flips a coin. If tails, your opponent does 10 damage to his or her Active Pokémon. If heads, you flip a coin. Keep doing this until a player gets tails.']",none,none,none,none,Flip a coin. If tails do 10 damage to your Active Pokémon. If heads your opponent flips a coin. If tails your opponent does 10 damage to his or her Active Pokémon. If heads you flip a coin. Keep doing this until a player gets tails.,False,Digger,,0.0,pre_2021
base5-76,Team Rocket,Base,WOTC,First,4/24/2000,Ken Sugimori,Imposter Oak's Revenge,76,none,Trainer,none,none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"['Discard a card from your hand in order to play this card. Your opponent shuffles his or her hand into his or her deck, then draws 4 cards.']",none,none,none,none,Discard a card from your hand in order to play this card. Your opponent shuffles his or her hand into his or her deck then draws 4 cards.,False,Imposter Oak's Revenge,,0.0,pre_2021
base5-77,Team Rocket,Base,WOTC,First,4/24/2000,Sumiyoshi Kizuki,Nightly Garbage Run,77,none,Trainer,"[""Rocket's Secret Machine""]",none,none,none,none,none,none,none,none,none,Uncommon,none,none,{'unlimited': 'Legal'},none,"['Choose up to 3 Basic Pokémon cards, Evolution cards, and/or basic Energy cards from your discard pile. Show them to your opponent and shuffle them into your deck.']",none,none,none,none,Choose up to 3 Basic Pokémon cards Evolution cards and/or basic Energy cards from your discard pile. Show them to your opponent and shuffle them into your deck.,False,Nightly Garbage Run,,0.0,pre_2021
base5-78,Team Rocket,Base,WOTC,First,4/24/2000,Sumiyoshi Kizuki,Goop Gas Attack,78,none,Trainer,none,none,none,none,none,none,none,none,none,none,Common,none,none,{'unlimited': 'Legal'},none,"[""All Pokémon Powers stop working until the end of your opponent's next turn.""]",none,none,none,none,"""All Pokémon Powers stop working until the end of your opponents next turn.""",False,Goop Gas Attack,,0.0,pre_2021
base5-79,Team Rocket,Base,WOTC,First,4/24/2000,Sumiyoshi Kizuki,Sleep!,79,none,Trainer,"[""Rocket's Secret Machine""]",none,none,none,none,none,none,none,none,none,Common,none,none,{'unlimited': 'Legal'},none,"['Flip a coin. If heads, the Defending Pokémon is now Asleep.']",none,none,none,none,Flip a coin. If heads the Defending Pokémon is now Asleep.,False,Sleep!,,0.0,pre_2021
gym1-15,Gym Heroes,Gym,WOTC,First,8/14/2000,Ken Sugimori,Brock,15,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare Holo,none,none,{'unlimited': 'Legal'},none,['Remove 1 damage counter from each of your Pokémon that has any damage counters on it.'],none,none,none,none,Remove 1 damage counter from each of your Pokémon that has any damage counters on it.,False,Brock,,0.0,pre_2021
gym1-16,Gym Heroes,Gym,WOTC,First,8/14/2000,Ken Sugimori,Erika,16,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare Holo,none,none,{'unlimited': 'Legal'},none,"['You may draw up to 3 cards, then your opponent may draw up to 3 cards.']",none,none,none,none,You may draw up to 3 cards then your opponent may draw up to 3 cards.,False,Erika,,0.0,pre_2021
gym1-17,Gym Heroes,Gym,WOTC,First,8/14/2000,Ken Sugimori,Lt. Surge,17,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare Holo,none,none,{'unlimited': 'Legal'},none,"[""You can play this card only if you have at least 1 Basic Pokémon card in your hand. Put a Basic Pokémon card from your hand into play as your Active Pokémon. Put your old Active Pokémon onto your Bench. (You can't play this card if your Bench is full.)""]",none,none,none,none,"""You can play this card only if you have at least 1 Basic Pokémon card in your hand. Put a Basic Pokémon card from your hand into play as your Active Pokémon. Put your old Active Pokémon onto your Bench. (You cant play this card if your Bench is full.)""",False,Lt. Surge,,0.0,pre_2021
gym1-18,Gym Heroes,Gym,WOTC,First,8/14/2000,Ken Sugimori,Misty,18,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare Holo,none,none,{'unlimited': 'Legal'},none,"[""Discard 2 of the other cards in your hand in order to play this card. If this turn's attack does damage to the Defending Pokémon (after applying Weakness and Resistance), and if the attacking Pokémon has Misty in its name, the attack does 20 more damage to the Defending Pokémon.""]",none,none,none,none,"""Discard 2 of the other cards in your hand in order to play this card. If this turns attack does damage to the Defending Pokémon (after applying Weakness and Resistance) and if the attacking Pokémon has Misty in its name the attack does 20 more damage to the Defending Pokémon.""",False,Misty,,0.0,pre_2021
gym1-19,Gym Heroes,Gym,WOTC,First,8/14/2000,Ken Sugimori,The Rocket's Trap,19,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare Holo,none,none,{'unlimited': 'Legal'},none,"[""Flip a coin. If heads, choose up to 3 cards at random from your opponent's hand (don't look at them). Your opponent shuffles those cards into his or her deck.""]",none,none,none,none,"""Flip a coin. If heads choose up to 3 cards at random from your opponents hand (dont look at them). Your opponent shuffles those cards into his or her deck.""",False,The Rocket's Trap,,0.0,pre_2021
gym1-97,Gym Heroes,Gym,WOTC,First,8/14/2000,Ken Sugimori,Blaine's Quiz #1,97,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare,none,none,{'unlimited': 'Legal'},none,"['Put a Basic Pokémon or Evolution card from your hand face down in front of you and tell your opponent its name. Your opponent guesses the length of that Pokémon. Flip the card over. If your opponent guessed right, he or she draws 2 cards. If your opponent guessed wrong, you draw 2 cards. Either way, return the card to your hand.']",none,none,none,none,Put a Basic Pokémon or Evolution card from your hand face down in front of you and tell your opponent its name. Your opponent guesses the length of that Pokémon. Flip the card over. If your opponent guessed right he or she draws 2 cards. If your opponent guessed wrong you draw 2 cards. Either way return the card to your hand.,False,Blaine's Quiz #1,,0.0,pre_2021
gym1-99,Gym Heroes,Gym,WOTC,First,8/14/2000,Ken Sugimori,Charity,99,none,Trainer,none,none,none,none,none,none,none,none,none,none,Rare,none,none,{'unlimited': 'Legal'},none,"['Attach Charity to your Active Pokémon. Unless that Pokémon gets Knocked Out, return Charity to your hand at the end of your turn. If that Pokémon attacks and does damage to the Defending Pokémon, you may reduce that damage by any amount (rounded to the nearest 10).']",none,none,none,none,Attach Charity to your Active Pokémon. Unless that Pokémon gets Knocked Out return Charity to your hand at the end of your turn. If that Pokémon attacks and does damage to the Defending Pokémon you may reduce that damage by any amount (rounded to the nearest 10).,False,Charity,,0.0,pre_2021
gym1-103,Gym Heroes,Gym,WOTC,First,8/14/2000,Keiji Kinebuchi,No Removal Gym,103,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Rare,none,none,{'unlimited': 'Legal'},none,"['This card stays in play when you play it. Discard this card if another Stadium card comes into play.', 'A player must discard 2 cards from his or her hand in order to play an Energy Removal or Super Energy Removal card.']",none,none,none,none,This card stays in play when you play it. Discard this card if another Stadium card comes into play. A player must discard 2 cards from his or her hand in order to play an Energy Removal or Super Energy Removal card.,False,No Removal Gym,,0.0,pre_2021
