id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,power_level,tournamentYear
xyp-XY110,XY Black Star Promos,XY,TPCI,Fifth,10/12/2013,Kouki Saitou,Mew,XY110,['Psychic'],Pokémon,['Basic'],none,70.0,none,none,none,"[{'name': 'Clairvoyance', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Your opponent reveals his or her hand.'}, {'name': 'Psychic', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40+', 'text': ""This attack does 10 more damage for each Energy attached to your opponent's Active Pokémon.""}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1.0,Promo,"Its DNA is said to contain the genetic codes of all Pokémon, so it can use all kinds of techniques.",[151],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,"name: Clairvoyance cost: Colorless convertedEnergyCost: 1 damage:  text: Your opponent reveals his or her hand. name: Psychic cost: Psychic Colorless Colorless convertedEnergyCost: 3 damage: 40+ text: ""This attack does 10 more damage for each Energy attached to your opponents Active Pokémon.""",none,none,False,11-mew,0.032883400344629526,2022
bw11-81,Legendary Treasures,Black & White,TPCI,Fifth,11/6/2013,Hajime Kusajima,Gallade,81,['Fighting'],Pokémon,['Stage 2'],none,140.0,Kirlia,none,none,"[{'name': 'Nerve Shot', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Pandemonium Blade', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60+', 'text': 'Does 20 more damage for each of your Benched Pokémon that has any damage counters on it.'}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Rare,"When trying to protect someone, it extends its elbows as if they were swords and fights savagely.",[475],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,name: Nerve Shot cost: Fighting convertedEnergyCost: 1 damage: 30 text: Flip a coin. If heads the Defending Pokémon is now Paralyzed. name: Pandemonium Blade cost: Fighting Colorless Colorless convertedEnergyCost: 3 damage: 60+ text: Does 20 more damage for each of your Benched Pokémon that has any damage counters on it.,none,none,False,81-gallade,0.00014359563469270534,2022
xy8-26,BREAKthrough,XY,TPCI,Sixth,11/4/2015,kawayoo,Braixen,26,['Fire'],Pokémon,['Stage 1'],none,80.0,Fennekin,['Delphox'],none,"[{'name': 'Flamethrower', 'cost': ['Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': 'Discard an Energy attached to this Pokémon.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1.0,Uncommon,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",[654],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,name: Flamethrower cost: Fire Colorless Colorless convertedEnergyCost: 3 damage: 70 text: Discard an Energy attached to this Pokémon.,none,none,False,26-braixen,0.0008615738081562321,2022
xy9-20,BREAKpoint,XY,TPCI,Sixth,2/3/2016,kirisAki,Slowbro,20,['Water'],Pokémon,['Stage 1'],none,100.0,Slowpoke,none,none,"[{'name': 'Careless Head', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 50 more damage.'}, {'name': 'Walk-Off Homer', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': 'If you use this attack when you have only 1 Prize card left, you win this game.'}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Uncommon,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro.",[80],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,name: Careless Head cost: Water convertedEnergyCost: 1 damage: 10+ text: Flip a coin. If heads this attack does 50 more damage. name: Walk-Off Homer cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage:  text: If you use this attack when you have only 1 Prize card left you win this game.,none,none,False,2-slowbro,0.0008615738081562321,2022
g1-29,Generations,XY,TPCI,Sixth,2/22/2016,Ryo Ueda,Zapdos,29,['Lightning'],Pokémon,['Basic'],none,120.0,none,none,none,"[{'name': 'Drill Peck', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Raging Thunder', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': ""This attack does 40 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Rare Holo,A legendary Pokémon that is said to live in thunderclouds. It freely controls lightning bolts.,[145],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",none,none,none,"name: Drill Peck cost: Lightning convertedEnergyCost: 1 damage: 20 text:  name: Raging Thunder cost: Lightning Lightning Colorless convertedEnergyCost: 3 damage: 120 text: ""This attack does 40 damage to 1 of your Benched Pokémon. (Dont apply Weakness and Resistance for Benched Pokémon.)""",none,none,False,29-zapdos,0.007610568638713383,2022
sm6-70,Forbidden Light,Sun & Moon,TPCI,Seventh,5/4/2018,Naoki Saito,Hawlucha,70,['Fighting'],Pokémon,['Basic'],none,80.0,none,none,none,"[{'name': 'High Jump Kick', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Sky Drop', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80-', 'text': ""This attack does 20 less damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.""}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,Uncommon,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",[701],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",none,none,none,"name: High Jump Kick cost: Fighting convertedEnergyCost: 1 damage: 20 text:  name: Sky Drop cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage: 80- text: ""This attack does 20 less damage for each Colorless in your opponents Active Pokémons Retreat Cost.""",none,none,True,7-hawlucha,0.0007179781734635267,2022
sm9-31,Team Up,Sun & Moon,TPCI,Seventh,2/1/2019,Ken Sugimori,Lapras,31,['Water'],Pokémon,['Basic'],none,130.0,none,none,none,"[{'name': 'Confuse Ray', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Hydro Pump', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'This attack does 30 more damage times the amount of Water Energy attached to this Pokémon.'}]","[{'type': 'Metal', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Rare,"It likes swimming around with people on its back. In the Alola region, it's an important means of transportation over water.",[131],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,"name: Confuse Ray cost: Water convertedEnergyCost: 1 damage:  text: ""Your opponents Active Pokémon is now Confused."" name: Hydro Pump cost: Colorless convertedEnergyCost: 1 damage: 10+ text: This attack does 30 more damage times the amount of Water Energy attached to this Pokémon.",none,none,True,31-lapras,0.00014359563469270534,2022
sm9-68,Team Up,Sun & Moon,TPCI,Seventh,2/1/2019,HYOGONOSUKE,Jynx,68,['Psychic'],Pokémon,['Basic'],none,90.0,none,none,none,"[{'name': 'Dazzle Dance', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Mysterious Dance', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""For each of your opponent's Benched Pokémon, put 1 damage counter on your opponent's Pokémon in any way you like.""}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1.0,Uncommon,It sways its hips to a rhythm all its own. The precise movements of Jynx living in Alola are truly wonderful.,[124],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,"name: Dazzle Dance cost: Colorless convertedEnergyCost: 1 damage:  text: ""Your opponents Active Pokémon is now Confused."" name: Mysterious Dance cost: Psychic Colorless convertedEnergyCost: 2 damage:  text: ""For each of your opponents Benched Pokémon put 1 damage counter on your opponents Pokémon in any way you like.""",none,none,True,68-jynx,0.0002871912693854107,2022
swshp-SWSH001,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,kirisAki,Grookey,SWSH001,['Grass'],Pokémon,['Basic'],none,60.0,none,['Thwackey'],none,"[{'name': 'Branch Poke', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1.0,Promo,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",[810],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Branch Poke cost: Grass Colorless convertedEnergyCost: 2 damage: 30 text: ,none,none,True,1-grookey,0.0,2022
swshp-SWSH002,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Hitoshi Ariga,Scorbunny,SWSH002,['Fire'],Pokémon,['Basic'],none,60.0,none,['Raboot'],none,"[{'name': 'Super Singe', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Burned.""}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1.0,Promo,"A warm-up of running around gets fire energy coursing through this Pokémon's body. Once that happens, it's ready to fight at full power.",[813],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,"name: Super Singe cost: Fire convertedEnergyCost: 1 damage: 10 text: ""Flip a coin. If heads your opponents Active Pokémon is now Burned.""",none,none,True,2-scorbunny,0.0,2022
swshp-SWSH003,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Mizue,Sobble,SWSH003,['Water'],Pokémon,['Basic'],none,60.0,none,['Drizzile'],none,"[{'name': 'Bind', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,Promo,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won't be able to resist weeping.",[816],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,"name: Bind cost: Water Colorless convertedEnergyCost: 2 damage: 20 text: ""Flip a coin. If heads your opponents Active Pokémon is now Paralyzed.""",none,none,True,3-sobble,0.0,2022
swshp-SWSH004,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Meowth V,SWSH004,['Colorless'],Pokémon,"['Basic', 'V']",none,180.0,none,['Persian'],none,"[{'name': 'Pay Day', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Draw a card.'}, {'name': 'Slashing Claw', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '130', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,none,[52],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,name: Pay Day cost: Colorless convertedEnergyCost: 1 damage: 30 text: Draw a card. name: Slashing Claw cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage: 130 text: ,none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,4-meowthv,0.0,2022
swshp-SWSH005,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Meowth VMAX,SWSH005,['Colorless'],Pokémon,['VMAX'],none,300.0,Meowth V,['Persian'],none,"[{'name': 'G-Max Gold Rush', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '200', 'text': 'Draw 3 cards.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,none,[52],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",D,none,name: G-Max Gold Rush cost: Colorless Colorless Colorless Colorless convertedEnergyCost: 4 damage: 200 text: Draw 3 cards.,none,VMAX rule: When your Pokémon VMAX is Knocked Out your opponent takes 3 Prize cards.,True,5-meowthvmax,0.0,2022
swshp-SWSH006,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Kouki Saitou,Rillaboom,SWSH006,['Grass'],Pokémon,['Stage 2'],none,170.0,Thwackey,none,"[{'name': 'Voltage Beat', 'text': 'Once during your turn, you may search your deck for up to 2 Grass Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck.', 'type': 'Ability'}]","[{'name': 'Hammer In', 'cost': ['Grass', 'Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '140', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",[812],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Hammer In cost: Grass Grass Grass Colorless convertedEnergyCost: 4 damage: 140 text: ,name: Voltage Beat text: Once during your turn you may search your deck for up to 2 Grass Energy cards and attach them to 1 of your Pokémon. Then shuffle your deck. type: Ability,none,True,6-rillaboom,0.0,2022
swshp-SWSH007,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,kirisAki,Frosmoth,SWSH007,['Water'],Pokémon,['Stage 1'],none,90.0,Snom,none,"[{'name': 'Ice Dance', 'text': 'As often as you like during your turn, you may attach a Water Energy card from your hand to 1 of your Benched Water Pokémon.', 'type': 'Ability'}]","[{'name': 'Aurora Beam', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Metal', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,"It shows no mercy to any who desecrate fields and mountains. It will fly around on its icy wings, causing a blizzard to chase offenders away.",[873],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Aurora Beam cost: Water Colorless convertedEnergyCost: 2 damage: 30 text: ,name: Ice Dance text: As often as you like during your turn you may attach a Water Energy card from your hand to 1 of your Benched Water Pokémon. type: Ability,none,True,7-frosmoth,0.0014359563469270534,2022
swshp-SWSH008,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Akira Komayama,Galarian Perrserker,SWSH008,['Metal'],Pokémon,['Stage 1'],none,120.0,Galarian Meowth,none,"[{'name': 'Steely Spirit', 'text': ""Your Metal Pokémon's attacks do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", 'type': 'Ability'}]","[{'name': 'Metal Claw', 'cost': ['Metal', 'Metal', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,[863],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Grass', 'value': '-30'}]",none,D,none,name: Metal Claw cost: Metal Metal Colorless convertedEnergyCost: 3 damage: 70 text: ,"name: Steely Spirit text: ""Your Metal Pokémons attacks do 20 more damage to your opponents Active Pokémon (before applying Weakness and Resistance)."" type: Ability",none,True,8-galarianperrserker,0.0,2022
