id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,power_level,tournamentYear
g1-29,Generations,XY,TPCI,Sixth,2/22/2016,Ryo Ueda,Zapdos,29,['Lightning'],Pokémon,['Basic'],none,120.0,none,none,none,"[{'name': 'Drill Peck', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Raging Thunder', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': ""This attack does 40 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Rare Holo,A legendary Pokémon that is said to live in thunderclouds. It freely controls lightning bolts.,[145],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",none,none,none,"name: Drill Peck cost: Lightning convertedEnergyCost: 1 damage: 20 text:  name: Raging Thunder cost: Lightning Lightning Colorless convertedEnergyCost: 3 damage: 120 text: ""This attack does 40 damage to 1 of your Benched Pokémon. (Dont apply Weakness and Resistance for Benched Pokémon.)""",none,none,False,29-zapdos,0.0073302469135802465,2023
sm6-70,Forbidden Light,Sun & Moon,TPCI,Seventh,5/4/2018,Naoki Saito,Hawlucha,70,['Fighting'],Pokémon,['Basic'],none,80.0,none,none,none,"[{'name': 'High Jump Kick', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Sky Drop', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80-', 'text': ""This attack does 20 less damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.""}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,Uncommon,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",[701],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",none,none,none,"name: High Jump Kick cost: Fighting convertedEnergyCost: 1 damage: 20 text:  name: Sky Drop cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage: 80- text: ""This attack does 20 less damage for each Colorless in your opponents Active Pokémons Retreat Cost.""",none,none,True,7-hawlucha,0.0257201646090535,2023
sm9-89,Team Up,Sun & Moon,TPCI,Seventh,2/1/2019,HYOGONOSUKE,Spiritomb,89,['Darkness'],Pokémon,['Basic'],none,70.0,none,none,none,"[{'name': 'Spirit Compressor', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 4 Pokémon and discard them. Then, shuffle your deck.'}, {'name': 'Spooky Shot', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]",none,['Colorless'],1.0,Uncommon,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago,[442],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,name: Spirit Compressor cost: Colorless convertedEnergyCost: 1 damage:  text: Search your deck for up to 4 Pokémon and discard them. Then shuffle your deck. name: Spooky Shot cost: Colorless convertedEnergyCost: 1 damage: 20 text: ,none,none,True,89-spiritomb,0.021219135802469136,2023
det1-4,Detective Pikachu,Sun & Moon,TPCI,Seventh,4/5/2019,MPC Film,Charmander,4,['Fire'],Pokémon,['Basic'],none,60.0,none,['Charmeleon'],none,"[{'name': 'Reckless Charge', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'This Pokémon does 10 damage to itself.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1.0,Common,"The flame on its tail indicates Charmander's life force. If it is healthy, the flame burns brightly.",[4],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,name: Reckless Charge cost: Colorless convertedEnergyCost: 1 damage: 20 text: This Pokémon does 10 damage to itself.,none,none,True,4-charmander,0.020961934156378603,2023
sm12-97,Cosmic Eclipse,Sun & Moon,TPCI,Seventh,11/1/2019,Yuka Morii,Mimikyu,97,['Psychic'],Pokémon,['Basic'],none,70.0,none,none,"[{'name': 'Shadow Box', 'text': ""Pokémon-GX that have any damage counters on them (both yours and your opponent's) have no Abilities."", 'type': 'Ability'}]","[{'name': 'Tail Trickery', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Confused.""}]",none,['Colorless'],1.0,Rare,"Although it's a quiet, lonely Pokémon, if you try to look at what's under its rag, it will become agitated and resist violently.",[778],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,none,none,"name: Tail Trickery cost: Colorless Colorless convertedEnergyCost: 2 damage: 20 text: ""Flip a coin. If heads your opponents Active Pokémon is now Confused.""","name: Shadow Box text: ""Pokémon-GX that have any damage counters on them (both yours and your opponents) have no Abilities."" type: Ability",none,True,97-mimikyu,0.00051440329218107,2023
swshp-SWSH088,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Tika Matsuno,Cherrim,SWSH088,['Grass'],Pokémon,['Stage 1'],none,80.0,Cherubi,none,"[{'name': 'Spring Bloom', 'text': ""As often as you like during your turn, you may attach a Grass Energy card from your hand to 1 of your Pokémon that doesn't have a Rule Box (Pokémon V, Pokémon-GX, etc. have Rule Boxes)."", 'type': 'Ability'}]","[{'name': 'Seed Bomb', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,The faint scent that emanates from its full blossom entices bug Pokémon to it.,[421],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,none,E,none,name: Seed Bomb cost: Grass Colorless Colorless convertedEnergyCost: 3 damage: 70 text: ,"name: Spring Bloom text: ""As often as you like during your turn you may attach a Grass Energy card from your hand to 1 of your Pokémon that doesnt have a Rule Box (Pokémon V Pokémon-GX etc. have Rule Boxes)."" type: Ability",none,True,88-cherrim,0.0,2023
swshp-SWSH089,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,KIYOTAKA OSHIYAMA,Octillery,SWSH089,['Water'],Pokémon,"['Stage 1', 'Rapid Strike']",none,110.0,Remoraid,none,"[{'name': 'Rapid Strike Search', 'text': ""Once during your turn, you may search your deck for a Rapid Strike card, reveal it, and put it into your hand. Then, shuffle your deck. You can't use more than 1 Rapid Strike Search Ability each turn."", 'type': 'Ability'}]","[{'name': 'Waterfall', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,"It traps enemies with its suction-cupped tentacles, then smashes them with its rock-hard head.",[224],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,none,E,none,name: Waterfall cost: Water Colorless Colorless convertedEnergyCost: 3 damage: 50 text: ,"name: Rapid Strike Search text: ""Once during your turn you may search your deck for a Rapid Strike card reveal it and put it into your hand. Then shuffle your deck. You cant use more than 1 Rapid Strike Search Ability each turn."" type: Ability",none,True,89-octillery,0.017618312757201646,2023
swshp-SWSH090,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Uta,Houndoom,SWSH090,['Darkness'],Pokémon,"['Stage 1', 'Single Strike']",none,130.0,Houndour,none,"[{'name': 'Single Strike Roar', 'text': 'Once during your turn, you may search your deck for a Single Strike Energy card and attach it to 1 of your Single Strike Pokémon. Then, shuffle your deck. If you attached Energy to a Pokémon in this way, put 2 damage counters on that Pokémon.', 'type': 'Ability'}]","[{'name': 'Darkness Fang', 'cost': ['Darkness', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': ''}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,"Identifiable by its eerie howls, people a long time ago thought it was the grim reaper and feared it.",[229],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,none,E,none,name: Darkness Fang cost: Darkness Colorless convertedEnergyCost: 2 damage: 50 text: ,name: Single Strike Roar text: Once during your turn you may search your deck for a Single Strike Energy card and attach it to 1 of your Single Strike Pokémon. Then shuffle your deck. If you attached Energy to a Pokémon in this way put 2 damage counters on that Pokémon. type: Ability,none,True,9-houndoom,0.0,2023
swshp-SWSH091,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Atsushi Furusawa,Bronzong,SWSH091,['Metal'],Pokémon,['Stage 1'],none,110.0,Bronzor,none,"[{'name': 'Metal Transfer', 'text': 'As often as you like during your turn, you may move a Metal Energy from 1 of your Pokémon to another of your Pokémon.', 'type': 'Ability'}]","[{'name': 'Zen Headbutt', 'cost': ['Metal', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,"Many scientists suspect that this Pokémon originated outside the Galar region, based on the patterns on its body.",[437],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","[{'type': 'Grass', 'value': '-30'}]",none,E,none,name: Zen Headbutt cost: Metal Colorless Colorless convertedEnergyCost: 3 damage: 70 text: ,name: Metal Transfer text: As often as you like during your turn you may move a Metal Energy from 1 of your Pokémon to another of your Pokémon. type: Ability,none,True,91-bronzong,0.0,2023
swshp-SWSH100,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Venusaur V,SWSH100,['Grass'],Pokémon,"['Basic', 'V']",none,220.0,none,none,none,"[{'name': 'Leaf Drain', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': 'Heal 30 damage from this Pokémon.'}, {'name': 'Double-Edge', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '190', 'text': 'This Pokémon also does 30 damage to itself.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,none,[3],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,none,name: Leaf Drain cost: Grass Colorless convertedEnergyCost: 2 damage: 50 text: Heal 30 damage from this Pokémon. name: Double-Edge cost: Grass Grass Colorless convertedEnergyCost: 3 damage: 190 text: This Pokémon also does 30 damage to itself.,none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,1-venusaurv,0.0,2023
swshp-SWSH101,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,5ban Graphics,Blastoise V,SWSH101,['Water'],Pokémon,"['Basic', 'V']",none,220.0,none,none,none,"[{'name': 'Water Gun', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ''}, {'name': 'Torrential Cannon', 'cost': ['Water', 'Water', 'Water'], 'convertedEnergyCost': 3, 'damage': '200', 'text': ""During your next turn, this Pokémon can't use Torrential Cannon.""}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,none,[9],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,none,"name: Water Gun cost: Water convertedEnergyCost: 1 damage: 30 text:  name: Torrential Cannon cost: Water Water Water convertedEnergyCost: 3 damage: 200 text: ""During your next turn this Pokémon cant use Torrential Cannon.""",none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,101-blastoisev,0.0,2023
swshp-SWSH102,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Venusaur VMAX,SWSH102,['Grass'],Pokémon,['VMAX'],none,330.0,Venusaur V,none,none,"[{'name': 'Forest Storm', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30×', 'text': 'This attack does 30 damage for each Grass Energy attached to all of your Pokémon.'}, {'name': 'G-Max Bloom', 'cost': ['Grass', 'Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '210', 'text': 'Heal 30 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,Promo,none,[3],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",E,none,name: Forest Storm cost: Colorless Colorless convertedEnergyCost: 2 damage: 30× text: This attack does 30 damage for each Grass Energy attached to all of your Pokémon. name: G-Max Bloom cost: Grass Grass Colorless Colorless convertedEnergyCost: 4 damage: 210 text: Heal 30 damage from this Pokémon.,none,VMAX rule: When your Pokémon VMAX is Knocked Out your opponent takes 3 Prize cards.,True,102-venusaurvmax,0.0,2023
swshp-SWSH103,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,5ban Graphics,Blastoise VMAX,SWSH103,['Water'],Pokémon,['VMAX'],none,330.0,Blastoise V,none,none,"[{'name': 'Grand Falls', 'cost': ['Water', 'Water', 'Water'], 'convertedEnergyCost': 3, 'damage': '120', 'text': 'Search your deck for up to 3 Water Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck.'}, {'name': 'G-Max Bombard', 'cost': ['Water', 'Water', 'Water', 'Water'], 'convertedEnergyCost': 4, 'damage': '220', 'text': ""This attack also does 30 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,none,[9],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",E,none,"name: Grand Falls cost: Water Water Water convertedEnergyCost: 3 damage: 120 text: Search your deck for up to 3 Water Energy cards and attach them to your Benched Pokémon in any way you like. Then shuffle your deck. name: G-Max Bombard cost: Water Water Water Water convertedEnergyCost: 4 damage: 220 text: ""This attack also does 30 damage to 2 of your opponents Benched Pokémon. (Dont apply Weakness and Resistance for Benched Pokémon.)""",none,VMAX rule: When your Pokémon VMAX is Knocked Out your opponent takes 3 Prize cards.,True,103-blastoisevmax,0.0,2023
swshp-SWSH106,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,5ban Graphics,Single Strike Urshifu V,SWSH106,['Fighting'],Pokémon,"['Basic', 'V', 'Single Strike']",none,220.0,none,none,none,"[{'name': 'Low Kick', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ''}, {'name': 'Brawny Knuckle', 'cost': ['Fighting', 'Fighting', 'Fighting', 'Fighting'], 'convertedEnergyCost': 4, 'damage': '180', 'text': ""This attack's damage isn't affected by Resistance.""}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,none,[892],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,none,"name: Low Kick cost: Fighting convertedEnergyCost: 1 damage: 30 text:  name: Brawny Knuckle cost: Fighting Fighting Fighting Fighting convertedEnergyCost: 4 damage: 180 text: ""This attacks damage isnt affected by Resistance.""",none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,106-singlestrikeurshifuv,0.0001286008230452675,2023
